Data_padrao;Regiao;Valor
2007-02-01;TOTAL COMERCIAL (CATIVO + LIVRE);4923943.0
2007-03-01;Nordeste;630580.0
2007-03-01;Norte;146239.0
2007-03-01;Sistemas Isolados;118042.0
2007-03-01;Sudeste/C.Oeste;3302696.0
2007-03-01;Sul;901913.0
2007-03-01;TOTAL COMERCIAL (CATIVO + LIVRE);5099470.0
2007-04-01;Nordeste;658151.0
2007-04-01;Norte;154709.0
2007-04-01;Sistemas Isolados;124134.0
2007-04-01;Sudeste/C.Oeste;3437789.0
2007-04-01;Sul;912558.0
2007-04-01;TOTAL COMERCIAL (CATIVO + LIVRE);5287341.0
2007-05-01;Nordeste;641470.0
2007-05-01;Norte;158540.0
2007-05-01;Sistemas Isolados;124918.0
2007-05-01;Sudeste/C.Oeste;3116822.0
2007-05-01;Sul;822368.0
2007-05-01;TOTAL COMERCIAL (CATIVO + LIVRE);4864118.0
2007-06-01;Nordeste;628168.0
2007-06-01;Norte;163033.0
2007-06-01;Sistemas Isolados;127927.0
2007-06-01;Sudeste/C.Oeste;2915845.0
2007-06-01;Sul;752167.0
2007-06-01;TOTAL COMERCIAL (CATIVO + LIVRE);4587140.0
2007-07-01;Nordeste;604445.0
2007-07-01;Norte;157803.0
2007-07-01;Sistemas Isolados;126621.0
2007-07-01;Sudeste/C.Oeste;2855353.0
2007-07-01;Sul;742666.0
2007-07-01;TOTAL COMERCIAL (CATIVO + LIVRE);4486888.0
2007-08-01;Nordeste;614316.0
2007-08-01;Norte;168859.0
2007-08-01;Sistemas Isolados;126930.0
2007-08-01;Sudeste/C.Oeste;2848556.0
2007-08-01;Sul;761564.0
2007-08-01;TOTAL COMERCIAL (CATIVO + LIVRE);4520225.0
2007-09-01;Nordeste;603281.0
2007-09-01;Norte;166308.0
2007-09-01;Sistemas Isolados;135957.0
2007-09-01;Sudeste/C.Oeste;3093584.0
2007-09-01;Sul;788053.0
2007-09-01;TOTAL COMERCIAL (CATIVO + LIVRE);4787183.0
2007-10-01;Nordeste;647514.0
2007-10-01;Norte;171526.0
2007-10-01;Sistemas Isolados;134654.0
2007-10-01;Sudeste/C.Oeste;3129911.0
2007-10-01;Sul;798207.0
2007-10-01;TOTAL COMERCIAL (CATIVO + LIVRE);4881812.0
2007-11-01;Nordeste;681732.0
2007-11-01;Norte;173070.0
2007-11-01;Sistemas Isolados;136193.0
2007-11-01;Sudeste/C.Oeste;3282062.0
2007-11-01;Sul;832584.0
2007-11-01;TOTAL COMERCIAL (CATIVO + LIVRE);5105641.0
2007-12-01;Nordeste;698841.0
2007-12-01;Norte;172465.0
2007-12-01;Sistemas Isolados;134889.0
2007-12-01;Sudeste/C.Oeste;3291640.0
2007-12-01;Sul;863827.0
2007-12-01;TOTAL COMERCIAL (CATIVO + LIVRE);5161662.0
2008-01-01;Nordeste;703545.0
2008-01-01;Norte;158772.85
2008-01-01;Sistemas Isolados;126553.0
2008-01-01;Sudeste/C.Oeste;3321253.0
2008-01-01;Sul;917398.0
2008-01-01;TOTAL COMERCIAL (CATIVO + LIVRE);5227521.85
2008-02-01;Nordeste;685452.0
2008-02-01;Norte;149541.48
2008-02-01;Sistemas Isolados;124241.0
2008-02-01;Sudeste/C.Oeste;3321951.0
2008-02-01;Sul;908819.0
2008-02-01;TOTAL COMERCIAL (CATIVO + LIVRE);5190004.48
2008-03-01;Nordeste;698415.0
2008-03-01;Norte;156996.14
2008-03-01;Sistemas Isolados;123365.0
2008-03-01;Sudeste/C.Oeste;3322842.0
2008-03-01;Sul;940638.0
2008-03-01;TOTAL COMERCIAL (CATIVO + LIVRE);5242256.14
2008-04-01;Nordeste;680336.0
2008-04-01;Norte;153539.06
2008-04-01;Sistemas Isolados;126331.0
2008-04-01;Sudeste/C.Oeste;3324129.0
2008-04-01;Sul;921767.0
2008-04-01;TOTAL COMERCIAL (CATIVO + LIVRE);5206102.0600000005
2008-05-01;Nordeste;678119.0
2008-05-01;Norte;161902.8
2008-05-01;Sistemas Isolados;129727.0
2008-05-01;Sudeste/C.Oeste;3287559.0
2008-05-01;Sul;833209.0
2008-05-01;TOTAL COMERCIAL (CATIVO + LIVRE);5090516.8
2008-06-01;Nordeste;647255.0
2008-06-01;Norte;167860.2
2008-06-01;Sistemas Isolados;130128.0
2008-06-01;Sudeste/C.Oeste;3074862.0
2008-06-01;Sul;809086.0
2008-06-01;TOTAL COMERCIAL (CATIVO + LIVRE);4829191.2
2008-07-01;Nordeste;640663.0
2008-07-01;Norte;172652.74
2008-07-01;Sistemas Isolados;131541.0
2008-07-01;Sudeste/C.Oeste;3049820.0
2008-07-01;Sul;795902.0
2008-07-01;TOTAL COMERCIAL (CATIVO + LIVRE);4790578.74
2008-08-01;Nordeste;640657.0
2008-08-01;Norte;178077.66999999998
2008-08-01;Sistemas Isolados;142738.0
2008-08-01;Sudeste/C.Oeste;3182842.0
2008-08-01;Sul;839748.0
2008-08-01;TOTAL COMERCIAL (CATIVO + LIVRE);4984062.67
2008-09-01;Nordeste;667465.0
2008-09-01;Norte;188225.98
2008-09-01;Sistemas Isolados;147494.0
2008-09-01;Sudeste/C.Oeste;3261630.0
2008-09-01;Sul;839605.0
2008-09-01;TOTAL COMERCIAL (CATIVO + LIVRE);5104419.98
2008-10-01;Nordeste;716395.0
2008-10-01;Norte;192360.14
2008-10-01;Sistemas Isolados;146188.0
2008-10-01;Sudeste/C.Oeste;3370417.0
2008-10-01;Sul;835353.0
2008-10-01;TOTAL COMERCIAL (CATIVO + LIVRE);5260713.140000001
2008-11-01;Nordeste;720731.0
2008-11-01;Norte;184217.59
2008-11-01;Sistemas Isolados;149025.0
2008-11-01;Sudeste/C.Oeste;3553001.0
2008-11-01;Sul;894521.0
2008-11-01;TOTAL COMERCIAL (CATIVO + LIVRE);5501495.59
2008-12-01;Nordeste;754014.0
2008-12-01;Norte;183687.72
2008-12-01;Sistemas Isolados;143386.0
2008-12-01;Sudeste/C.Oeste;3387786.0
2008-12-01;Sul;917164.0
2008-12-01;TOTAL COMERCIAL (CATIVO + LIVRE);5386037.72
2009-01-01;Nordeste;719547.0
2009-01-01;Norte;171986.0
2009-01-01;Sistemas Isolados;134875.0
2009-01-01;Sudeste/C.Oeste;3400542.0
2009-01-01;Sul;940797.0
2009-01-01;TOTAL COMERCIAL (CATIVO + LIVRE);5367747.0
2009-02-01;Nordeste;708998.0
2009-02-01;Norte;160961.0
2009-02-01;Sistemas Isolados;131551.0
2009-02-01;Sudeste/C.Oeste;3467939.0
2009-02-01;Sul;973068.0
2009-02-01;TOTAL COMERCIAL (CATIVO + LIVRE);5442517.0
2009-03-01;Nordeste;726737.0
2009-03-01;Norte;163518.0
2009-03-01;Sistemas Isolados;127683.0
2009-03-01;Sudeste/C.Oeste;3665462.0
2009-03-01;Sul;1014927.0
2009-03-01;TOTAL COMERCIAL (CATIVO + LIVRE);5698327.0
2009-04-01;Nordeste;743845.0
2009-04-01;Norte;162847.0
2009-04-01;Sistemas Isolados;133410.0
2009-04-01;Sudeste/C.Oeste;3628824.0
2009-04-01;Sul;1016634.0
2009-04-01;TOTAL COMERCIAL (CATIVO + LIVRE);5685560.0
2009-05-01;Nordeste;697217.0
2009-05-01;Norte;158222.0
2009-05-01;Sistemas Isolados;139992.0
2009-05-01;Sudeste/C.Oeste;3354830.0
2009-05-01;Sul;897256.0
2009-05-01;TOTAL COMERCIAL (CATIVO + LIVRE);5247517.0
2009-06-01;Nordeste;684206.0
2009-06-01;Norte;172583.0
2009-06-01;Sistemas Isolados;140623.0
2009-06-01;Sudeste/C.Oeste;3188116.0
2009-06-01;Sul;845908.0
2009-06-01;TOTAL COMERCIAL (CATIVO + LIVRE);5031436.0
2009-07-01;Nordeste;676099.0
2009-07-01;Norte;185704.0
2009-07-01;Sistemas Isolados;139840.0
2009-07-01;Sudeste/C.Oeste;3162382.0
2009-07-01;Sul;832818.0
2009-07-01;TOTAL COMERCIAL (CATIVO + LIVRE);4996843.0
2009-08-01;Nordeste;702863.0
2009-08-01;Norte;187225.0
2009-08-01;Sistemas Isolados;150421.0
2009-08-01;Sudeste/C.Oeste;3241383.0
2009-08-01;Sul;847192.0
2009-08-01;TOTAL COMERCIAL (CATIVO + LIVRE);5129084.0
2009-09-01;Nordeste;712575.0
2009-09-01;Norte;194273.0
2009-09-01;Sistemas Isolados;157808.0
2009-09-01;Sudeste/C.Oeste;3380418.0
2009-09-01;Sul;858948.0
2009-09-01;TOTAL COMERCIAL (CATIVO + LIVRE);5304022.0
2009-10-01;Nordeste;757203.0
2009-10-01;Norte;193271.0
2009-10-01;Sistemas Isolados;159338.0
2009-10-01;Sudeste/C.Oeste;3513293.0
2009-10-01;Sul;870072.0
2009-10-01;TOTAL COMERCIAL (CATIVO + LIVRE);5493177.0
2009-11-01;Nordeste;770567.0
2009-11-01;Norte;191424.0
2009-11-01;Sistemas Isolados;115063.0
2009-11-01;Sudeste/C.Oeste;3726901.0
2009-11-01;Sul;959801.0
2009-11-01;TOTAL COMERCIAL (CATIVO + LIVRE);5763756.0
2009-12-01;Nordeste;839581.0
2009-12-01;Norte;187905.0
2009-12-01;Sistemas Isolados;115314.0
2009-12-01;Sudeste/C.Oeste;3916545.0
2009-12-01;Sul;1035231.0
2009-12-01;TOTAL COMERCIAL (CATIVO + LIVRE);6094576.0
2010-01-01;Nordeste;771546.0
2010-01-01;Norte;178973.0
2010-01-01;Sistemas Isolados;105781.0
2010-01-01;Sudeste/C.Oeste;3745980.0
2010-01-01;Sul;1048371.6
2010-01-01;TOTAL COMERCIAL (CATIVO + LIVRE);5850651.6
2010-02-01;Nordeste;756432.0
2010-02-01;Norte;177728.0
2010-02-01;Sistemas Isolados;100420.0
2010-02-01;Sudeste/C.Oeste;3786813.0
2010-02-01;Sul;1063736.0
2010-02-01;TOTAL COMERCIAL (CATIVO + LIVRE);5885129.0
2010-03-01;Nordeste;838235.0
2010-03-01;Norte;200971.0
2010-03-01;Sistemas Isolados;101653.0
