Data_padrao;Regiao;Valor
2012-07-01;Sudeste/C.Oeste;21470933.91
2012-07-01;Sul;6188904.29
2012-07-01;TOTAL BRASIL;35917147.199999996
2012-08-01;Nordeste;5335634.0
2012-08-01;Norte;2510949.0
2012-08-01;Sistemas Isolados;682030.0
2012-08-01;Sudeste/C.Oeste;22259508.71
2012-08-01;Sul;6391480.82
2012-08-01;TOTAL BRASIL;37179602.53
2012-09-01;Nordeste;5303269.0
2012-09-01;Norte;2486488.0
2012-09-01;Sistemas Isolados;669984.0
2012-09-01;Sudeste/C.Oeste;22861726.17
2012-09-01;Sul;6340228.95
2012-09-01;TOTAL BRASIL;37661696.120000005
2012-10-01;Nordeste;5436662.0
2012-10-01;Norte;2521284.0
2012-10-01;Sistemas Isolados;697099.0
2012-10-01;Sudeste/C.Oeste;22889151.4
2012-10-01;Sul;6251817.67
2012-10-01;TOTAL BRASIL;37796014.07
2012-11-01;Nordeste;5467115.0
2012-11-01;Norte;2427264.0
2012-11-01;Sistemas Isolados;715760.0
2012-11-01;Sudeste/C.Oeste;23489553.67
2012-11-01;Sul;6543891.56
2012-11-01;TOTAL BRASIL;38643584.230000004
2012-12-01;Nordeste;5519204.0
2012-12-01;Norte;2442993.0
2012-12-01;Sistemas Isolados;659099.0
2012-12-01;Sudeste/C.Oeste;22418509.03
2012-12-01;Sul;6725279.41
2012-12-01;TOTAL BRASIL;37765084.440000005
2013-01-01;Nordeste;5712701.0
2013-01-01;Norte;2432546.0
2013-01-01;Sistemas Isolados;651987.74
2013-01-01;Sudeste/C.Oeste;22952472.0
2013-01-01;Sul;6617103.0
2013-01-01;TOTAL BRASIL;38366809.739999995
