Data_padrao;Granularidade;Valor
2004-01-01;Total Brasil;26978358.020000007
2004-02-01;Total Brasil;26508170.77
2004-03-01;Total Brasil;27284329.41
2004-04-01;Total Brasil;28046182.351
2004-05-01;Total Brasil;27244506.479999997
2004-06-01;Total Brasil;27082961.48
2004-07-01;Total Brasil;27346004.67
2004-08-01;Total Brasil;27656857.789999995
2004-09-01;Total Brasil;28232451.24000001
2004-10-01;Total Brasil;28556120.939999998
2004-11-01;Total Brasil;28367124.049999997
2004-12-01;Total Brasil;28562106.43
2005-01-01;Total Brasil;28375437.441
2005-02-01;Total Brasil;27838480.970000003
2005-03-01;Total Brasil;28598631.509
2005-04-01;Total Brasil;29355501.910000008
2005-05-01;Total Brasil;28482150.61
2005-06-01;Total Brasil;28326181.920000013
2005-07-01;Total Brasil;28322317.11999999
2005-08-01;Total Brasil;28764354.809000008
2005-09-01;Total Brasil;29335128.080000013
2005-10-01;Total Brasil;29145312.05000001
2005-11-01;Total Brasil;29287617.219999995
2005-12-01;Total Brasil;29505146.070000004
2006-01-01;Total Brasil;28880910.62
2006-02-01;Total Brasil;29383486.499999996
2006-03-01;Total Brasil;29897827.73
2006-04-01;Total Brasil;29887953.01
2006-05-01;Total Brasil;28925038.559999995
2006-06-01;Total Brasil;29068797.599999998
2006-07-01;Total Brasil;29113809.229999997
2006-08-01;Total Brasil;29886236.06
2006-09-01;Total Brasil;29916630.53900001
2006-10-01;Total Brasil;30143525.320000004
2006-11-01;Total Brasil;30531121.359999992
2006-12-01;Total Brasil;30493979.03000001
2007-01-01;Total Brasil;30699704.0
2007-02-01;Total Brasil;30324669.0
2007-03-01;Total Brasil;31312900.0
2007-04-01;Total Brasil;32030744.0
2007-05-01;Total Brasil;31382917.0
2007-06-01;Total Brasil;30766760.0
2007-07-01;Total Brasil;30500299.0
2007-08-01;Total Brasil;31181133.0
2007-09-01;Total Brasil;31735736.0
2007-10-01;Total Brasil;32135735.0
2007-11-01;Total Brasil;32654491.0
2007-12-01;Total Brasil;32304926.0
2008-01-01;Total Brasil;31855946.27
2008-02-01;Total Brasil;31730940.65
2008-03-01;Total Brasil;32118714.86
2008-04-01;Total Brasil;31952656.29
2008-05-01;Total Brasil;32299963.39
2008-06-01;Total Brasil;31742987.79
2008-07-01;Total Brasil;32150352.03
2008-08-01;Total Brasil;33013528.63
2008-09-01;Total Brasil;32964086.69
2008-10-01;Total Brasil;33673777.379999995
2008-11-01;Total Brasil;33410166.51
2008-12-01;Total Brasil;31559278.49
2009-01-01;Total Brasil;30666661.8
2009-02-01;Total Brasil;30495142.71
2009-03-01;Total Brasil;31977749.51
2009-04-01;Total Brasil;32042792.8
2009-05-01;Total Brasil;30945452.9
2009-06-01;Total Brasil;30715169.95
2009-07-01;Total Brasil;31324991.23
2009-08-01;Total Brasil;32262205.6
2009-09-01;Total Brasil;32716665.81
2009-10-01;Total Brasil;33419533.14
2009-11-01;Total Brasil;33616820.2
2009-12-01;Total Brasil;34123194.7
2010-01-01;Total Brasil;33360460.71
2010-02-01;Total Brasil;33729757.75
2010-03-01;Total Brasil;35116881.82
2010-04-01;Total Brasil;35025860.489999995
2010-05-01;Total Brasil;34296978.0
2010-06-01;Total Brasil;34169459.0
2010-07-01;Total Brasil;33849349.0
2010-08-01;Total Brasil;34713394.230000004
2010-09-01;Total Brasil;35182271.010000005
2010-10-01;Total Brasil;35188924.99
2010-11-01;Total Brasil;35077981.26
2010-12-01;Total Brasil;35956439.4
2011-01-01;Total Brasil;35873744.260000005
2011-02-01;Total Brasil;35444916.66
2011-03-01;Total Brasil;36350690.05
2011-04-01;Total Brasil;36048318.05
2011-05-01;Total Brasil;35565987.39
2011-06-01;Total Brasil;35159573.72
2011-07-01;Total Brasil;35417292.620000005
2011-08-01;Total Brasil;36335812.84
2011-09-01;Total Brasil;36965189.34
2011-10-01;Total Brasil;36743770.38
2011-11-01;Total Brasil;36368389.77
2011-12-01;Total Brasil;36741948.78
2012-01-01;Total Brasil;36305167.29000001
2012-02-01;Total Brasil;36900531.02
2012-03-01;Total Brasil;38623110.72
2012-04-01;Total Brasil;37995869.09
2012-05-01;Total Brasil;36810191.03
2012-06-01;Total Brasil;36528393.11
2012-07-01;Total Brasil;35917147.2
2012-08-01;Total Brasil;37179602.53
2012-09-01;Total Brasil;37661696.120000005
2012-10-01;Total Brasil;37796014.07
2012-11-01;Total Brasil;38643584.23
2012-12-01;Total Brasil;37765084.440000005
2013-01-01;Total Brasil;38366809.74
2013-02-01;Total Brasil;38005651.72
2013-03-01;Total Brasil;38442191.55
2013-04-01;Total Brasil;38653663.43
2013-05-01;Total Brasil;38344861.57
2013-06-01;Total Brasil;37627698.010000005
2013-07-01;Total Brasil;37697945.03
2013-08-01;Total Brasil;38613276.260000005
2013-09-01;Total Brasil;38524724.16
2013-10-01;Total Brasil;39389004.38
2013-11-01;Total Brasil;39920289.54
2013-12-01;Total Brasil;39556378.24
2014-01-01;Total Brasil;40279759.0
2014-02-01;Total Brasil;41653487.0
2014-03-01;Total Brasil;40269429.0
2014-04-01;Total Brasil;39591854.0
2014-05-01;Total Brasil;39100499.0
2014-06-01;Total Brasil;37726472.88
2014-07-01;Total Brasil;37866809.0
2014-08-01;Total Brasil;38550694.0
2014-09-01;Total Brasil;38894976.0
2014-10-01;Total Brasil;40100440.59
2014-11-01;Total Brasil;40950726.39
2014-12-01;Total Brasil;39838307.03
2015-01-01;Total Brasil;40757967.53
2015-02-01;Total Brasil;40719266.36
2015-03-01;Total Brasil;39758964.39
2015-04-01;Total Brasil;39596670.3
2015-05-01;Total Brasil;38202362.34
2015-06-01;Total Brasil;37263665.830000006
2015-07-01;Total Brasil;36816443.29
2015-08-01;Total Brasil;37858685.11000001
2015-09-01;Total Brasil;37841649.6
2015-10-01;Total Brasil;39276665.57000001
2015-11-01;Total Brasil;39224855.370000005
2015-12-01;Total Brasil;38669960.36000001
2016-01-01;Total Brasil;38400901.10000001
2016-02-01;Total Brasil;38727336.57
2016-03-01;Total Brasil;39444914.24
2016-04-01;Total Brasil;40269420.080000006
2016-05-01;Total Brasil;38648672.57999999
2016-06-01;Total Brasil;37550409.23
2016-07-01;Total Brasil;37255240.92
2016-08-01;Total Brasil;37693934.25
2016-09-01;Total Brasil;38345059.93
2016-10-01;Total Brasil;38197842.24
2016-11-01;Total Brasil;38754249.06
2016-12-01;Total Brasil;38780794.98
2017-01-01;Total Brasil;39369163.58
2017-02-01;Total Brasil;38836387.49
2017-03-01;Total Brasil;40545594.16
2017-04-01;Total Brasil;39430431.29
2017-05-01;Total Brasil;38154686.32
2017-06-01;Total Brasil;38114265.09
2017-07-01;Total Brasil;37380263.35999999
2017-08-01;Total Brasil;37865728.85
2017-09-01;Total Brasil;39008926.43
2017-10-01;Total Brasil;39336272.02
2017-11-01;Total Brasil;39826888.26
2017-12-01;Total Brasil;39606125.91
2018-01-01;Total Brasil;40054674.8
2018-02-01;Total Brasil;39169029.74999999
2018-03-01;Total Brasil;41106870.61999999
2018-04-01;Total Brasil;40695005.25000002
2018-05-01;Total Brasil;39263298.54999999
2018-06-01;Total Brasil;38203299.080000006
2018-07-01;Total Brasil;38508156.91
2018-08-01;Total Brasil;39048876.01000001
2018-09-01;Total Brasil;39038986.540000014
2018-10-01;Total Brasil;40393786.25
2018-11-01;Total Brasil;40407668.50100003
2018-12-01;Total Brasil;39874847.89
2019-01-01;Total Brasil;41647188.37
2019-02-01;Total Brasil;41164000.329999976
2019-03-01;Total Brasil;41147991.63000001
2019-04-01;Total Brasil;39723394.69999999
2019-05-01;Total Brasil;40480651.07
2019-06-01;Total Brasil;38440784.12000002
2019-07-01;Total Brasil;38345918.60999999
2019-08-01;Total Brasil;38641545.839
2019-09-01;Total Brasil;39262189.39099998
2019-10-01;Total Brasil;41067778.91000002
2019-11-01;Total Brasil;41792473.47000001
2019-12-01;Total Brasil;40801897.82000001
2020-01-01;Total Brasil;41329206.0101
2020-02-01;Total Brasil;40964138.86999999
2020-03-01;Total Brasil;41138619.01900001
2020-04-01;Total Brasil;37264053.85999999
2020-05-01;Total Brasil;36124235.54010001
2020-06-01;Total Brasil;35769050.27999998
2020-07-01;Total Brasil;37869299.129000016
2020-08-01;Total Brasil;39242225.900000006
2020-09-01;Total Brasil;40352369.64899999
2020-10-01;Total Brasil;42923614.501
2020-11-01;Total Brasil;41430693.789900005
2020-12-01;Total Brasil;42161402.53
2021-01-01;Total Brasil;43093327.86000001
2021-02-01;Total Brasil;41507062.78999999
2021-03-01;Total Brasil;43661452.061
2021-04-01;Total Brasil;42657441.68000001
2021-05-01;Total Brasil;40784637.99999999
2021-06-01;Total Brasil;40428922.62999999
2021-07-01;Total Brasil;40190502.12000002
2021-08-01;Total Brasil;40908016.07
2021-09-01;Total Brasil;41952552.080000006
2021-10-01;Total Brasil;42596650.58099999
2021-11-01;Total Brasil;41869275.91099998
2021-12-01;Total Brasil;42915950.780000016
2022-01-01;Total Brasil;42591107.88
2022-02-01;Total Brasil;41977416.50999999
2022-03-01;Total Brasil;44269084.79099998
2022-04-01;Total Brasil;43140646.579
2022-05-01;Total Brasil;42014108.441
2022-06-01;Total Brasil;40746814.90900001
2022-07-01;Total Brasil;41198549.83899999
2022-08-01;Total Brasil;42098359.45000001
2022-09-01;Total Brasil;42051556.51999999
2022-10-01;Total Brasil;42490490.909
2022-11-01;Total Brasil;42776620.51000003
2022-12-01;Total Brasil;43353337.940100014
2023-01-01;Total Brasil;42813160.01
2023-02-01;Total Brasil;42897153.16
2023-03-01;Total Brasil;45712768.08999998
2004-01-01;Total Sudeste_C_Oeste;16416445.3
2004-02-01;Total Sudeste_C_Oeste;16149752.45
2004-03-01;Total Sudeste_C_Oeste;16415189.55
2004-04-01;Total Sudeste_C_Oeste;17087727.760999996
2004-05-01;Total Sudeste_C_Oeste;16448778.17
2004-06-01;Total Sudeste_C_Oeste;16452891.049999995
2004-07-01;Total Sudeste_C_Oeste;16679846.070000002
2004-08-01;Total Sudeste_C_Oeste;16808652.04
2004-09-01;Total Sudeste_C_Oeste;17293344.91
2004-10-01;Total Sudeste_C_Oeste;17555268.079999994
2004-11-01;Total Sudeste_C_Oeste;17382176.82
2004-12-01;Total Sudeste_C_Oeste;17360225.99
2005-01-01;Total Sudeste_C_Oeste;17079676.441
2005-02-01;Total Sudeste_C_Oeste;16702060.269999998
2005-03-01;Total Sudeste_C_Oeste;17139204.108999997
2005-04-01;Total Sudeste_C_Oeste;18002438.66
2005-05-01;Total Sudeste_C_Oeste;17226929.06
2005-06-01;Total Sudeste_C_Oeste;17270769.91
2005-07-01;Total Sudeste_C_Oeste;17206019.77
2005-08-01;Total Sudeste_C_Oeste;17526410.728999995
2005-09-01;Total Sudeste_C_Oeste;18135214.410000004
2005-10-01;Total Sudeste_C_Oeste;17801714.07
2005-11-01;Total Sudeste_C_Oeste;17804671.93
2005-12-01;Total Sudeste_C_Oeste;17750324.92
2006-01-01;Total Sudeste_C_Oeste;17298716.14
2006-02-01;Total Sudeste_C_Oeste;17832071.64
2006-03-01;Total Sudeste_C_Oeste;17955065.909999996
2006-04-01;Total Sudeste_C_Oeste;18220813.37
2006-05-01;Total Sudeste_C_Oeste;17555727.83
2006-06-01;Total Sudeste_C_Oeste;17642923.27
2006-07-01;Total Sudeste_C_Oeste;17678947.569999997
2006-08-01;Total Sudeste_C_Oeste;18122200.0
2006-09-01;Total Sudeste_C_Oeste;18222163.329000004
2006-10-01;Total Sudeste_C_Oeste;18233850.960000005
2006-11-01;Total Sudeste_C_Oeste;18467168.559999995
2006-12-01;Total Sudeste_C_Oeste;18417119.31
2007-01-01;Total Sudeste_C_Oeste;18462535.0
2007-02-01;Total Sudeste_C_Oeste;18321107.0
2007-03-01;Total Sudeste_C_Oeste;19067492.0
2007-04-01;Total Sudeste_C_Oeste;19659531.0
2007-05-01;Total Sudeste_C_Oeste;19125622.0
2007-06-01;Total Sudeste_C_Oeste;18660469.0
2007-07-01;Total Sudeste_C_Oeste;18386017.0
2007-08-01;Total Sudeste_C_Oeste;18810120.0
2007-09-01;Total Sudeste_C_Oeste;19451106.0
2007-10-01;Total Sudeste_C_Oeste;19433925.0
2007-11-01;Total Sudeste_C_Oeste;19847522.0
2007-12-01;Total Sudeste_C_Oeste;19420687.0
2008-01-01;Total Sudeste_C_Oeste;18955767.0
2008-02-01;Total Sudeste_C_Oeste;18906931.0
2008-03-01;Total Sudeste_C_Oeste;19115789.0
2008-04-01;Total Sudeste_C_Oeste;19179743.0
2008-05-01;Total Sudeste_C_Oeste;19534316.0
2008-06-01;Total Sudeste_C_Oeste;19139152.0
2008-07-01;Total Sudeste_C_Oeste;19384916.0
2008-08-01;Total Sudeste_C_Oeste;20012703.0
2008-09-01;Total Sudeste_C_Oeste;19962392.0
2008-10-01;Total Sudeste_C_Oeste;20343736.0
2008-11-01;Total Sudeste_C_Oeste;20289873.0
2008-12-01;Total Sudeste_C_Oeste;18614294.0
2009-01-01;Total Sudeste_C_Oeste;18056866.8
2009-02-01;Total Sudeste_C_Oeste;18118937.71
2009-03-01;Total Sudeste_C_Oeste;18954979.51
2009-04-01;Total Sudeste_C_Oeste;19137789.8
2009-05-01;Total Sudeste_C_Oeste;18559126.9
2009-06-01;Total Sudeste_C_Oeste;18330171.95
2009-07-01;Total Sudeste_C_Oeste;18723026.23
2009-08-01;Total Sudeste_C_Oeste;19286883.6
2009-09-01;Total Sudeste_C_Oeste;19676125.81
2009-10-01;Total Sudeste_C_Oeste;20055697.14
2009-11-01;Total Sudeste_C_Oeste;20388868.2
2009-12-01;Total Sudeste_C_Oeste;20491334.7
2010-01-01;Total Sudeste_C_Oeste;19950612.3
2010-02-01;Total Sudeste_C_Oeste;20368177.0
2010-03-01;Total Sudeste_C_Oeste;20884097.0
2010-04-01;Total Sudeste_C_Oeste;21223655.0
2010-05-01;Total Sudeste_C_Oeste;20639740.0
2010-06-01;Total Sudeste_C_Oeste;20616163.0
2010-07-01;Total Sudeste_C_Oeste;20313008.0
2010-08-01;Total Sudeste_C_Oeste;21097027.0
2010-09-01;Total Sudeste_C_Oeste;21512760.0
2010-10-01;Total Sudeste_C_Oeste;21350379.0
2010-11-01;Total Sudeste_C_Oeste;21147532.0
2010-12-01;Total Sudeste_C_Oeste;21718500.0
2011-01-01;Total Sudeste_C_Oeste;21603819.0
2011-02-01;Total Sudeste_C_Oeste;21582859.0
2011-03-01;Total Sudeste_C_Oeste;21852404.0
2011-04-01;Total Sudeste_C_Oeste;21894783.0
2011-05-01;Total Sudeste_C_Oeste;21472356.0
2011-06-01;Total Sudeste_C_Oeste;21242159.0
2011-07-01;Total Sudeste_C_Oeste;21276937.0
2011-08-01;Total Sudeste_C_Oeste;21897241.0
2011-09-01;Total Sudeste_C_Oeste;22561140.0
2011-10-01;Total Sudeste_C_Oeste;22181417.0
2011-11-01;Total Sudeste_C_Oeste;22066165.0
2011-12-01;Total Sudeste_C_Oeste;21981731.0
2012-01-01;Total Sudeste_C_Oeste;21518257.09
2012-02-01;Total Sudeste_C_Oeste;21983930.54
2012-03-01;Total Sudeste_C_Oeste;23015662.43
2012-04-01;Total Sudeste_C_Oeste;23079985.78
2012-05-01;Total Sudeste_C_Oeste;22063277.15
2012-06-01;Total Sudeste_C_Oeste;22095010.83
2012-07-01;Total Sudeste_C_Oeste;21470933.91
2012-08-01;Total Sudeste_C_Oeste;22259508.71
2012-09-01;Total Sudeste_C_Oeste;22861726.17
2012-10-01;Total Sudeste_C_Oeste;22889151.4
2012-11-01;Total Sudeste_C_Oeste;23489553.67
2012-12-01;Total Sudeste_C_Oeste;22418509.03
2013-01-01;Total Sudeste_C_Oeste;22952472.0
2013-02-01;Total Sudeste_C_Oeste;22581393.0
2013-03-01;Total Sudeste_C_Oeste;22779104.0
2013-04-01;Total Sudeste_C_Oeste;23035888.0
2013-05-01;Total Sudeste_C_Oeste;22895274.0
2013-06-01;Total Sudeste_C_Oeste;22564878.0
2013-07-01;Total Sudeste_C_Oeste;22344922.0
2013-08-01;Total Sudeste_C_Oeste;22944811.0
2013-09-01;Total Sudeste_C_Oeste;23138055.0
2013-10-01;Total Sudeste_C_Oeste;23487391.0
2013-11-01;Total Sudeste_C_Oeste;23961171.0
2013-12-01;Total Sudeste_C_Oeste;23516654.0
2014-01-01;Total Sudeste_C_Oeste;23745800.0
2014-02-01;Total Sudeste_C_Oeste;24808245.0
2014-03-01;Total Sudeste_C_Oeste;23795345.0
2014-04-01;Total Sudeste_C_Oeste;23587522.0
2014-05-01;Total Sudeste_C_Oeste;23201659.0
2014-06-01;Total Sudeste_C_Oeste;22365216.0
2014-07-01;Total Sudeste_C_Oeste;22131094.0
2014-08-01;Total Sudeste_C_Oeste;22664036.0
2014-09-01;Total Sudeste_C_Oeste;22871673.0
2014-10-01;Total Sudeste_C_Oeste;23740857.0
2014-11-01;Total Sudeste_C_Oeste;24305206.0
2014-12-01;Total Sudeste_C_Oeste;23200168.0
2015-01-01;Total Sudeste_C_Oeste;24085244.04
2015-02-01;Total Sudeste_C_Oeste;24067699.25
2015-03-01;Total Sudeste_C_Oeste;23213421.36
2015-04-01;Total Sudeste_C_Oeste;23333006.86
2015-05-01;Total Sudeste_C_Oeste;22428066.09
2015-06-01;Total Sudeste_C_Oeste;21859692.37
2015-07-01;Total Sudeste_C_Oeste;21611467.84
2015-08-01;Total Sudeste_C_Oeste;22286547.81
2015-09-01;Total Sudeste_C_Oeste;22320538.56
2015-10-01;Total Sudeste_C_Oeste;23353709.99
2015-11-01;Total Sudeste_C_Oeste;23287347.98
2015-12-01;Total Sudeste_C_Oeste;22624242.83
2016-01-01;Total Sudeste_C_Oeste;22437294.67
2016-02-01;Total Sudeste_C_Oeste;22620067.54
2016-03-01;Total Sudeste_C_Oeste;22830317.15
2016-04-01;Total Sudeste_C_Oeste;23900405.88
2016-05-01;Total Sudeste_C_Oeste;22494710.87
2016-06-01;Total Sudeste_C_Oeste;21773270.65
2016-07-01;Total Sudeste_C_Oeste;21512735.22
2016-08-01;Total Sudeste_C_Oeste;21943757.25
2016-09-01;Total Sudeste_C_Oeste;22510053.5
2016-10-01;Total Sudeste_C_Oeste;22422669.03
2016-11-01;Total Sudeste_C_Oeste;22598190.2
2016-12-01;Total Sudeste_C_Oeste;22372447.05
2017-01-01;Total Sudeste_C_Oeste;22871737.99
2017-02-01;Total Sudeste_C_Oeste;22693633.15
2017-03-01;Total Sudeste_C_Oeste;23409836.37
2017-04-01;Total Sudeste_C_Oeste;23156570.97
2017-05-01;Total Sudeste_C_Oeste;22169970.1
2017-06-01;Total Sudeste_C_Oeste;22131723.98
2017-07-01;Total Sudeste_C_Oeste;21663867.01
2017-08-01;Total Sudeste_C_Oeste;21773739.950000003
2017-09-01;Total Sudeste_C_Oeste;22868266.12
2017-10-01;Total Sudeste_C_Oeste;22875971.44
2017-11-01;Total Sudeste_C_Oeste;23350032.48
2017-12-01;Total Sudeste_C_Oeste;22967018.17
2018-01-01;Total Sudeste_C_Oeste;23295125.90000001
2018-02-01;Total Sudeste_C_Oeste;22884429.46
2018-03-01;Total Sudeste_C_Oeste;24183292.890000004
2018-04-01;Total Sudeste_C_Oeste;24122496.570000008
2018-05-01;Total Sudeste_C_Oeste;23061619.040000003
2018-06-01;Total Sudeste_C_Oeste;22408235.489999995
2018-07-01;Total Sudeste_C_Oeste;22586316.34
2018-08-01;Total Sudeste_C_Oeste;22852985.8
2018-09-01;Total Sudeste_C_Oeste;23070236.08
2018-10-01;Total Sudeste_C_Oeste;23774971.62
2018-11-01;Total Sudeste_C_Oeste;23659633.341
2018-12-01;Total Sudeste_C_Oeste;23459430.45
2019-01-01;Total Sudeste_C_Oeste;24427940.66
2019-02-01;Total Sudeste_C_Oeste;24088184.06
2019-03-01;Total Sudeste_C_Oeste;24034515.349999998
2019-04-01;Total Sudeste_C_Oeste;23222957.92
2019-05-01;Total Sudeste_C_Oeste;23680825.48
2019-06-01;Total Sudeste_C_Oeste;22350246.57
2019-07-01;Total Sudeste_C_Oeste;22101589.41
2019-08-01;Total Sudeste_C_Oeste;22369043.63
2019-09-01;Total Sudeste_C_Oeste;23023365.579999994
2019-10-01;Total Sudeste_C_Oeste;23952252.18
2019-11-01;Total Sudeste_C_Oeste;24353417.3
2019-12-01;Total Sudeste_C_Oeste;23142449.720000003
2020-01-01;Total Sudeste_C_Oeste;23647311.71
2020-02-01;Total Sudeste_C_Oeste;23537245.470000003
2020-03-01;Total Sudeste_C_Oeste;23767452.610000007
2020-04-01;Total Sudeste_C_Oeste;21499967.390000004
2020-05-01;Total Sudeste_C_Oeste;20746470.05000001
2020-06-01;Total Sudeste_C_Oeste;20554380.05
2020-07-01;Total Sudeste_C_Oeste;21781065.34
2020-08-01;Total Sudeste_C_Oeste;22920540.74
2020-09-01;Total Sudeste_C_Oeste;23554527.590000004
2020-10-01;Total Sudeste_C_Oeste;25256841.771
2020-11-01;Total Sudeste_C_Oeste;24154211.720000003
2020-12-01;Total Sudeste_C_Oeste;24606532.56
2021-01-01;Total Sudeste_C_Oeste;24992165.980000004
2021-02-01;Total Sudeste_C_Oeste;24038970.95
2021-03-01;Total Sudeste_C_Oeste;25570379.951
2021-04-01;Total Sudeste_C_Oeste;24674946.77
2021-05-01;Total Sudeste_C_Oeste;23503160.009999994
2021-06-01;Total Sudeste_C_Oeste;23395028.85
2021-07-01;Total Sudeste_C_Oeste;23006914.939
2021-08-01;Total Sudeste_C_Oeste;23391624.971
2021-09-01;Total Sudeste_C_Oeste;24611547.25
2021-10-01;Total Sudeste_C_Oeste;24791530.160000004
2021-11-01;Total Sudeste_C_Oeste;23969038.19
2021-12-01;Total Sudeste_C_Oeste;24503462.55
2022-01-01;Total Sudeste_C_Oeste;24120266.039999995
2022-02-01;Total Sudeste_C_Oeste;23956342.11
2022-03-01;Total Sudeste_C_Oeste;25361482.131000005
2022-04-01;Total Sudeste_C_Oeste;25417824.809
2022-05-01;Total Sudeste_C_Oeste;24466610.56
2022-06-01;Total Sudeste_C_Oeste;23344595.840000004
2022-07-01;Total Sudeste_C_Oeste;23560796.729
2022-08-01;Total Sudeste_C_Oeste;24118022.789999995
2022-09-01;Total Sudeste_C_Oeste;24091363.75
2022-10-01;Total Sudeste_C_Oeste;24397500.680000003
2022-11-01;Total Sudeste_C_Oeste;24423971.76
2022-12-01;Total Sudeste_C_Oeste;24723179.44
2023-01-01;Total Sudeste_C_Oeste;24029864.65000001
2023-02-01;Total Sudeste_C_Oeste;24162215.140000004
2023-03-01;Total Sudeste_C_Oeste;25958600.11
2004-01-01;Total São Paulo;7976304.95
2004-02-01;Total São Paulo;7919049.63
2004-03-01;Total São Paulo;8116797.54
2004-04-01;Total São Paulo;8623046.79
2004-05-01;Total São Paulo;8096487.8599999985
2004-06-01;Total São Paulo;8191582.41
2004-07-01;Total São Paulo;8302446.250000001
2004-08-01;Total São Paulo;8389078.030000001
2004-09-01;Total São Paulo;8605471.39
2004-10-01;Total São Paulo;8777612.760000002
2004-11-01;Total São Paulo;8607786.72
2004-12-01;Total São Paulo;8543644.110000001
2005-01-01;Total São Paulo;8304845.290000001
2005-02-01;Total São Paulo;8220376.979999999
2005-03-01;Total São Paulo;8533406.549999999
2005-04-01;Total São Paulo;8862728.809999999
2005-05-01;Total São Paulo;8513306.500000002
2005-06-01;Total São Paulo;8646727.75
2005-07-01;Total São Paulo;8629769.350000001
2005-08-01;Total São Paulo;8689295.129999999
2005-09-01;Total São Paulo;8929122.44
2005-10-01;Total São Paulo;8941381.639999999
2005-11-01;Total São Paulo;8842228.52
2005-12-01;Total São Paulo;8793529.42
2006-01-01;Total São Paulo;8641301.879999999
2006-02-01;Total São Paulo;8944077.469999999
2006-03-01;Total São Paulo;9181858.35
2006-04-01;Total São Paulo;9199514.92
2006-05-01;Total São Paulo;8836937.239999998
2006-06-01;Total São Paulo;8988295.41
2006-07-01;Total São Paulo;8914260.190000001
2006-08-01;Total São Paulo;9154711.66
2006-09-01;Total São Paulo;9255669.44
2006-10-01;Total São Paulo;9278987.86
2006-11-01;Total São Paulo;9342904.8
2006-12-01;Total São Paulo;9409914.3
2007-01-01;Total São Paulo;9121802.0
2007-02-01;Total São Paulo;9209088.0
2007-03-01;Total São Paulo;9510010.0
2007-04-01;Total São Paulo;9827478.0
2007-05-01;Total São Paulo;9615895.0
2007-06-01;Total São Paulo;9529489.0
2007-07-01;Total São Paulo;9351049.0
2007-08-01;Total São Paulo;9497706.0
2007-09-01;Total São Paulo;9947517.0
2007-10-01;Total São Paulo;9865949.0
2007-11-01;Total São Paulo;10085835.0
2007-12-01;Total São Paulo;9897567.0
2008-01-01;Total São Paulo;9488024.0
2008-02-01;Total São Paulo;9911891.0
2008-03-01;Total São Paulo;9677959.0
2008-04-01;Total São Paulo;9811222.0
2008-05-01;Total São Paulo;9866399.0
2008-06-01;Total São Paulo;9660684.0
2008-07-01;Total São Paulo;9874403.0
2008-08-01;Total São Paulo;10204766.0
2008-09-01;Total São Paulo;10134297.0
2008-10-01;Total São Paulo;10375220.0
2008-11-01;Total São Paulo;10278890.0
2008-12-01;Total São Paulo;9676080.0
2009-01-01;Total São Paulo;9214649.0
2009-02-01;Total São Paulo;9371351.0
2009-03-01;Total São Paulo;9792071.0
2009-04-01;Total São Paulo;9900411.0
2009-05-01;Total São Paulo;9626758.0
2009-06-01;Total São Paulo;9541853.0
2009-07-01;Total São Paulo;9687787.0
2009-08-01;Total São Paulo;9958879.0
2009-09-01;Total São Paulo;10143086.0
2009-10-01;Total São Paulo;10321748.0
2009-11-01;Total São Paulo;10308778.0
2009-12-01;Total São Paulo;10314990.0
2010-01-01;Total São Paulo;9663701.3
2010-02-01;Total São Paulo;10129496.0
2010-03-01;Total São Paulo;10441231.0
2010-04-01;Total São Paulo;10712444.0
2010-05-01;Total São Paulo;10330242.0
2010-06-01;Total São Paulo;10348972.0
2010-07-01;Total São Paulo;10164016.0
2010-08-01;Total São Paulo;10713193.0
2010-09-01;Total São Paulo;10842141.0
2010-10-01;Total São Paulo;10602030.0
2010-11-01;Total São Paulo;10650754.0
2010-12-01;Total São Paulo;10906375.0
2011-01-01;Total São Paulo;10552693.0
2011-02-01;Total São Paulo;10703256.0
2011-03-01;Total São Paulo;10859434.0
2011-04-01;Total São Paulo;10920772.0
2011-05-01;Total São Paulo;10611977.0
2011-06-01;Total São Paulo;10660149.0
2011-07-01;Total São Paulo;10662422.0
2011-08-01;Total São Paulo;10921830.0
2011-09-01;Total São Paulo;11309407.0
2011-10-01;Total São Paulo;11051807.0
2011-11-01;Total São Paulo;11037897.0
2011-12-01;Total São Paulo;10990541.0
2012-01-01;Total São Paulo;10660653.0
2012-02-01;Total São Paulo;10913915.0
2012-03-01;Total São Paulo;11364583.0
2012-04-01;Total São Paulo;11650105.0
2012-05-01;Total São Paulo;10895073.0
2012-06-01;Total São Paulo;11095936.0
2012-07-01;Total São Paulo;10584206.0
2012-08-01;Total São Paulo;10970145.0
2012-09-01;Total São Paulo;11480038.0
2012-10-01;Total São Paulo;11271363.0
2012-11-01;Total São Paulo;11682165.0
2012-12-01;Total São Paulo;11174076.0
2013-01-01;Total São Paulo;11119636.0
2013-02-01;Total São Paulo;11367043.0
2013-03-01;Total São Paulo;11277016.0
2013-04-01;Total São Paulo;11428432.0
2013-05-01;Total São Paulo;11324556.0
2013-06-01;Total São Paulo;11149435.0
2013-07-01;Total São Paulo;11009688.0
2013-08-01;Total São Paulo;11169268.0
2013-09-01;Total São Paulo;11412271.0
2013-10-01;Total São Paulo;11569135.0
2013-11-01;Total São Paulo;11800025.0
2013-12-01;Total São Paulo;11617828.0
2014-01-01;Total São Paulo;11520387.0
2014-02-01;Total São Paulo;12137492.0
2014-03-01;Total São Paulo;11719364.0
2014-04-01;Total São Paulo;11550632.0
