Data_padrao;Regiao;Valor
2008-12-01;Norte;188352.49
2008-12-01;Sistemas Isolados;161001.0
2008-12-01;Sudeste/C.Oeste;2512855.0
2008-12-01;Sul;1030638.0
2008-12-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4813378.49
2009-01-01;Nordeste;864240.0
2009-01-01;Norte;177594.0
2009-01-01;Sistemas Isolados;145458.0
2009-01-01;Sudeste/C.Oeste;2481972.2
2009-01-01;Sul;1101182.0
2009-01-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4770446.2
2009-02-01;Nordeste;808910.0
2009-02-01;Norte;169195.0
2009-02-01;Sistemas Isolados;144477.0
2009-02-01;Sudeste/C.Oeste;2389074.01
2009-02-01;Sul;1054176.0
2009-02-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4565832.01
2009-03-01;Nordeste;817987.0
2009-03-01;Norte;176672.0
2009-03-01;Sistemas Isolados;146145.0
2009-03-01;Sudeste/C.Oeste;2538439.01
2009-03-01;Sul;1061014.0
2009-03-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4740257.01
2009-04-01;Nordeste;797587.0
2009-04-01;Norte;172161.0
2009-04-01;Sistemas Isolados;150693.0
2009-04-01;Sudeste/C.Oeste;2557684.5
2009-04-01;Sul;1007408.0
2009-04-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4685533.5
2009-05-01;Nordeste;762329.0
2009-05-01;Norte;172793.0
2009-05-01;Sistemas Isolados;154604.0
2009-05-01;Sudeste/C.Oeste;2531876.3
2009-05-01;Sul;911663.0
2009-05-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4533265.3
2009-06-01;Nordeste;774470.0
2009-06-01;Norte;182042.0
2009-06-01;Sistemas Isolados;158278.0
2009-06-01;Sudeste/C.Oeste;2586374.45
2009-06-01;Sul;856485.0
2009-06-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4557649.45
2009-07-01;Nordeste;801366.0
2009-07-01;Norte;195800.0
