Data_padrao;Granularidade;Valor
01/04/2023;Total Brasil;44721752.99
01/05/2023;Total Brasil;43182969.7
01/06/2023;Total Brasil;42563232.31
01/04/2023;Total Sudeste_C_Oeste;25384784.97
01/05/2023;Total Sudeste_C_Oeste;24387302.48
01/06/2023;Total Sudeste_C_Oeste;24177109.69
01/04/2023;Total São Paulo;12014340.05
01/05/2023;Total São Paulo;11187170.51
01/06/2023;Total São Paulo;10986750.76
